Слово                  Абс. частота  Отн. частота, %
крупной                           1           0.0452
когорте                           1           0.0452
отмечался                         1           0.0452
диагностировался                  1           0.0452
печень                            1           0.0452
рекомендациям                     1           0.0452
любого                            1           0.0452
взрослого                         1           0.0452
кафедры                           1           0.0452
измерять                          1           0.0452
хотя                              1           0.0452
раз                               1           0.0452
значении                          1           0.0452
осложнений                        1           0.0452
эквивалентен                      1           0.0452
гетерозигот                       1           0.0452
определялись                      1           0.0452
семейной                          1           0.0452
гиперхолестеринемии               1           0.0452
оценивать                         1           0.0452
отягощенным                       1           0.0452
семейным                          1           0.0452
анамнезом                         1           0.0452
кринглы                           1           0.0452
дисульфидная                      1           0.0452
цепь                              1           0.0452
апоб                              1           0.0452
свободный                         1           0.0452
эфиры                             1           0.0452
ной                               1           0.0452
имеет                             1           0.0452
раннее                            1           0.0452
выявление                         1           0.0452
последующей                       1           0.0452
тщательной                        1           0.0452
коррекцией                        1           0.0452
других                            1           0.0452
появления                         1           0.0452
влияю                             1           0.0452
щих                               1           0.0452
пропротеиновую                    1           0.0452
конвертазу                        1           0.0452
полученные                        1           0.0452
синового                          1           0.0452
коррекция                         1           0.0452
невозможна                        1           0.0452
имелись                           1           0.0452
благоприятном                     1           0.0452
связи                             1           0.0452
этим                              1           0.0452
понятен                           1           0.0452
интерес                           1           0.0452
кли                               1           0.0452
нических                          1           0.0452
помимо                            1           0.0452
кек                               1           0.0452
медицинского                      1           0.0452
менеджмента                       1           0.0452
гку                               1           0.0452
дирекция                          1           0.0452
координации                       1           0.0452
деятельности                      1           0.0452
орга                              1           0.0452
низаций                           1           0.0452
фгбоу                             1           0.0452
ресурс                            1           0.0452
доступ                            1           0.0452
здравоохранение                   1           0.0452
значе                             1           0.0452
пии                               1           0.0452
течение                           1           0.0452
водилось                          1           0.0452
методом                           1           0.0452
сборник                           1           0.0452
заболеваемость                    1           0.0452
населения                         1           0.0452
основным                          1           0.0452
классам                           1           0.0452
болезней                          1           0.0452
паратов                           1           0.0452
важное                            1           0.0452
тера                              1           0.0452
дополнительный                    1           0.0452
влияния                           1           0.0452
прове                             1           0.0452
денной                            1           0.0452
эволо                             1           0.0452
кумаб                             1           0.0452
крите                             1           0.0452
риями                             1           0.0452
включено                          1           0.0452
инги                              1           0.0452
биторами                          1           0.0452
длительность                      1           0.0452
свя                               1           0.0452
здравоохра                        1           0.0452
нения                             1           0.0452
диагности                         1           0.0452
ческий                            1           0.0452
центр                             1           0.0452
охранения                         1           0.0452
больница                          1           0.0452
партамента                        1           0.0452
вводился                          1           0.0452
рактеристикой                     1           0.0452
подкожно                          1           0.0452
дозе                              1           0.0452
приняли                           1           0.0452
занного                           1           0.0452
основной                          1           0.0452
продемон                          1           0.0452
стрировано                        1           0.0452
дополнительные                    1           0.0452
правленные                        1           0.0452
потенциальных                     1           0.0452
эффектов                          1           0.0452
доступной                         1           0.0452
сегодняшний                       1           0.0452
являются                          1           0.0452
актуальными                       1           0.0452
проводился                        1           0.0452
наблюдатель                       1           0.0452
продемонстрирована                1           0.0452
воз                               1           0.0452
можность                          1           0.0452
достижения                        1           0.0452
ранних                            1           0.0452
этапах                            1           0.0452
приме                             1           0.0452
нением                            1           0.0452
таргетных                         1           0.0452
московского                       1           0.0452
нами                              1           0.0452
опубликованном                    1           0.0452
ряд                               1           0.0452
липопротеида                      1           0.0452
актуальность                      1           0.0452
нерешенные                        1           0.0452
вопросы                           1           0.0452
отлича                            1           0.0452
рецензия                          1           0.0452
принята                           1           0.0452
публикации                        1           0.0452
цитирования                       1           0.0452
безы                              1           0.0452
мянный                            1           0.0452
институт                          1           0.0452
диологический                     1           0.0452
повышенного                       1           0.0452
модифициру                        1           0.0452
емых                              1           0.0452
моменты                           1           0.0452
известно                          1           0.0452
несмотря                          1           0.0452
прогресс                          1           0.0452
диагно                            1           0.0452
стике                             1           0.0452
лечении                           1           0.0452
остаются                          1           0.0452
болеваниями                       1           0.0452
регистрировались                  1           0.0452
конца                             1           0.0452
результатов                       1           0.0452
объяснить                         1           0.0452
эффектом                          1           0.0452
инклиси                           1           0.0452
рана                              1           0.0452
исследова                         1           0.0452
крайне                            1           0.0452
исходными                         1           0.0452
отметить                          1           0.0452
значение                          1           0.0452
почка                             1           0.0452
участника                         1           0.0452
механизм                          1           0.0452
клинические                       1           0.0452
дислипидемии                      1           0.0452
поскольку                         1           0.0452
основном                          1           0.0452
удаляется                         1           0.0452
ката                              1           0.0452
болизируется                      1           0.0452
печенью                           1           0.0452
меньшей                           1           0.0452
степени                           1           0.0452
гистрировалось                    1           0.0452
проявлениями                      1           0.0452
либо                              1           0.0452
ран                               1           0.0452
ним                               1           0.0452
развитием                         1           0.0452
мейном                            1           0.0452
диагностике                       1           0.0452
российские                        1           0.0452
указывается                       1           0.0452
целесообраз                       1           0.0452
ность                             1           0.0452
однократного                      1           0.0452
ведущей                           1           0.0452
взрослых                          1           0.0452
вне                               1           0.0452
зависимости                       1           0.0452
семейного                         1           0.0452
анамнеза                          1           0.0452
учитывая                          1           0.0452
отсутствие                        1           0.0452
зарегистрированных                1           0.0452
пре                               1           0.0452
электронный                       1           0.0452
научно                            1           0.0452
исследовательский                 1           0.0452
тестирования                      1           0.0452
причиной                          1           0.0452
всем                              1           0.0452
мире                              1           0.0452
где                               1           0.0452
ляют                              1           0.0452
структуре                         1           0.0452
причин                            1           0.0452
наряду                            1           0.0452
традиционными                     1           0.0452
факторами                         1           0.0452
наследственным                    1           0.0452
атеросклероти                     1           0.0452
клиническими                      1           0.0452
признается                        1           0.0452
взаимосвязано                     1           0.0452
сосудистой                        1           0.0452
смертностью                       1           0.0452
регистрируется                    1           0.0452
примерно                          1           0.0452
млрд                              1           0.0452
человек                           1           0.0452
реко                              1           0.0452
мендаций                          1           0.0452
предлагается                      1           0.0452
определять                        1           0.0452
ческих                            1           0.0452
взаимосвязей                      1           0.0452
путем                             1           0.0452
расчета                           1           0.0452
коэффициентов                     1           0.0452
корреля                           1           0.0452
ции                               1           0.0452
спирмена                          1           0.0452
проверка                          1           0.0452
гипотез                           1           0.0452
критическом                       1           0.0452
значимости                        1           0.0452
различие                          1           0.0452
включены                          1           0.0452
ясен                              1           0.0452
чимым                             1           0.0452
если                              1           0.0452
данное                            1           0.0452
проведено                         1           0.0452
ются                              1           0.0452
ствии                             1           0.0452
хельсинкской                      1           0.0452
декларацией                       1           0.0452
основании                         1           0.0452
подписанного                      1           0.0452
добро                             1           0.0452
считалось                         1           0.0452
тодом                             1           0.0452
принимались                       1           0.0452
соответствующие                   1           0.0452
низкому                           1           0.0452
уро                               1           0.0452
вень                              1           0.0452
ассоциируется                     1           0.0452
высоким                           1           0.0452
сматривался                       1           0.0452
соответствующий                   1           0.0452
промежуточному                    1           0.0452
возраст                           1           0.0452
вилкоксона                        1           0.0452
гипертония                        1           0.0452
исходное                          1           0.0452
характеристиками                  1           0.0452
характеристикой                   1           0.0452
данными                           1           0.0452
кор                               1           0.0452
рекции                            1           0.0452
слова                             1           0.0452
сосу                              1           0.0452
дистые                            1           0.0452
доступными                        1           0.0452
гипертензия                       1           0.0452
пол                               1           0.0452
критерию                          1           0.0452
исключения                        1           0.0452
довании                           1           0.0452
чащего                            1           0.0452
исключены                         1           0.0452
склеротическими                   1           0.0452
предполагаемых                    1           0.0452
чения                             1           0.0452
диагностированы                   1           0.0452
проме                             1           0.0452
жуточные                          1           0.0452
характеризует                     1           0.0452
вольного                          1           0.0452
путей                             1           0.0452
частота                           1           0.0452
различных                         1           0.0452
кон                               1           0.0452
центраций                         1           0.0452
подгруппах                        1           0.0452
опосредован                       1           0.0452
поглотителями                     1           0.0452
блокируя                          1           0.0452
характеристик                     1           0.0452
выше                              1           0.0452
численно                          1           0.0452
экстремальное                     1           0.0452
наблюдательное                    1           0.0452
анамнестические                   1           0.0452
пертензии                         1           0.0452
сахарного                         1           0.0452
диабета                           1           0.0452
крупных                           1           0.0452
событий                           1           0.0452
москов                            1           0.0452
последнего                        1           0.0452
инфаркта                          1           0.0452
реваскуляризации                  1           0.0452
ском                              1           0.0452
согласно                          1           0.0452
указанием                         1           0.0452
объема                            1           0.0452
сроков                            1           0.0452
вмешательств                      1           0.0452
здравоохранении                   1           0.0452
дования                           1           0.0452
литература                        1           0.0452
применением                       1           0.0452
большая                           1           0.0452
атеро                             1           0.0452
мужчины                           1           0.0452
перенесли                         1           0.0452
ронарное                          1           0.0452
место                             1           0.0452
жительства                        1           0.0452
городе                            1           0.0452
москве                            1           0.0452
старше                            1           0.0452
нормативно                        1           0.0452
правовыми                         1           0.0452
актами                            1           0.0452
право                             1           0.0452
меры                              1           0.0452
социальной                        1           0.0452
поддержки                         1           0.0452
лаборатории                       1           0.0452
лекарственными                    1           0.0452
препаратами                       1           0.0452
бесплатно                         1           0.0452
страдающие                        1           0.0452
ишемическая                       1           0.0452
болезнь                           1           0.0452
сердца                            1           0.0452
напряжения                        1           0.0452
любой                             1           0.0452
локализации                       1           0.0452
сут                               1           0.0452
выписке                           1           0.0452
обеспечению                       1           0.0452
получали                          1           0.0452
терапию                           1           0.0452
ингибиторами                      1           0.0452
нет                               1           0.0452
промежуточными                    1           0.0452
дан                               1           0.0452
первичного                        1           0.0452
осмотра                           1           0.0452
обследо                           1           0.0452
вания                             1           0.0452
зит                               1           0.0452
следующая                         1           0.0452
пациенты                          1           0.0452
анамнести                         1           0.0452
ческие                            1           0.0452
бораторная                        1           0.0452
подробнее                         1           0.0452
описаны                           1           0.0452
биохимический                     1           0.0452
липидограмма                      1           0.0452
определением                      1           0.0452
высокочув                         1           0.0452
ствительного                      1           0.0452
с-реактивного                     1           0.0452
гликированного                    1           0.0452
инъекция                          1           0.0452
оценивались                       1           0.0452
следующие                         1           0.0452
параметры                         1           0.0452
абсолютное                        1           0.0452
исходному                         1           0.0452
уровню                            1           0.0452
программе                         1           0.0452
показатели                        1           0.0452
нормальное                        1           0.0452
пределение                        1           0.0452
описывались                       1           0.0452
средней                           1           0.0452
стационара                        1           0.0452
отклонения                        1           0.0452
т-критерия                        1           0.0452
гемоглобина                       1           0.0452
контроль                          1           0.0452
общего                            1           0.0452
трансаминаз                       1           0.0452
креатинфосфокиназы                1           0.0452
осуществлялся                     1           0.0452
перед                             1           0.0452
запланированными                  1           0.0452
инъекциями                        1           0.0452
проводилось                       1           0.0452
стандартного                      1           0.0452
нестабильная                      1           0.0452
стенозирующий                     1           0.0452
